run_name,pipeline,label_name,optimal_threshold,default_threshold
mmBERT_fine_lr5e-05_bs32,transformers,lust,0.4,0.5
mmBERT_fine_lr5e-05_bs32,transformers,sadness,,0.5
mmBERT_fine_lr5e-05_bs32,transformers,anger,,0.5
mmBERT_fine_lr3e-05_bs32,transformers,broken-heart,0.35,0.5
mmBERT_fine_lr3e-05_bs32,transformers,approval,0.6,0.5
mmBERT_fine_lr3e-05_bs32,transformers,admiration,0.4,0.5
mmBERT_fine_lr3e-05_bs32,transformers,embarrassment,0.85,0.5
mmBERT_fine_lr3e-05_bs32,transformers,hopelessness,0.4,0.5
mmBERT_fine_lr3e-05_bs32,transformers,pride,0.55,0.5
mmBERT_fine_lr3e-05_bs32,transformers,remorse,0.45,0.5
mmBERT_fine_lr3e-05_bs32,transformers,fears-confirmed,0.4,0.5
mmBERT_fine_lr3e-05_bs32,transformers,suffering,0.5,0.5
mmBERT_fine_lr3e-05_bs32,transformers,compassion,0.1,0.5
mmBERT_fine_lr3e-05_bs32,transformers,love,0.55,0.5
mmBERT_fine_lr3e-05_bs32,transformers,acceptance,0.3,0.5
mmBERT_fine_lr3e-05_bs32,transformers,confusion,0.15,0.5
mmBERT_fine_lr3e-05_bs32,transformers,distrust,0.2,0.5
mmBERT_fine_lr3e-05_bs32,transformers,grief,0.6,0.5
mmBERT_fine_lr3e-05_bs32,transformers,restlessness,0.1,0.5
mmBERT_fine_lr3e-05_bs32,transformers,joy,0.25,0.5
mmBERT_fine_lr3e-05_bs32,transformers,pensiveness,0.25,0.5
mmBERT_fine_lr3e-05_bs32,transformers,relief,0.35,0.5
mmBERT_fine_lr3e-05_bs32,transformers,realization,0.5,0.5
mmBERT_fine_lr3e-05_bs32,transformers,feeling moved,0.7,0.5
mmBERT_fine_lr3e-05_bs32,transformers,longing,0.7,0.5
mmBERT_fine_lr3e-05_bs32,transformers,contentment,0.4,0.5
mmBERT_fine_lr3e-05_bs32,transformers,nonsexual desire,0.65,0.5
mmBERT_fine_lr3e-05_bs32,transformers,rage,0.5,0.5
mmBERT_fine_lr3e-05_bs32,transformers,happy-for,0.75,0.5
mmBERT_fine_lr3e-05_bs32,transformers,annoyance,0.15,0.5
mmBERT_fine_lr3e-05_bs32,transformers,gratitude,0.85,0.5
mmBERT_fine_lr3e-05_bs32,transformers,aggressiveness,0.3,0.5
mmBERT_fine_lr3e-05_bs32,transformers,nervousness,0.2,0.5
mmBERT_fine_lr3e-05_bs32,transformers,worry,0.5,0.5
mmBERT_fine_lr3e-05_bs32,transformers,sincerity,0.15,0.5
mmBERT_fine_lr3e-05_bs32,transformers,amusement,0.45,0.5
mmBERT_fine_lr3e-05_bs32,transformers,optimism,0.45,0.5
mmBERT_fine_lr3e-05_bs32,transformers,surprise,0.8,0.5
mmBERT_fine_lr3e-05_bs32,transformers,disapproval,0.25,0.5
mmBERT_fine_lr3e-05_bs32,transformers,attraction,0.2,0.5
mmBERT_fine_lr3e-05_bs32,transformers,pity,0.9,0.5
mmBERT_fine_lr3e-05_bs32,transformers,disgust,0.9,0.5
mmBERT_fine_lr3e-05_bs32,transformers,fear,0.65,0.5
mmBERT_fine_lr3e-05_bs32,transformers,anticipation,0.6,0.5
mmBERT_fine_lr3e-05_bs32,transformers,submission,0.4,0.5
mmBERT_fine_lr3e-05_bs32,transformers,caring,0.85,0.5
mmBERT_fine_lr3e-05_bs32,transformers,lust,0.1,0.5
mmBERT_fine_lr3e-05_bs32,transformers,sadness,,0.5
mmBERT_fine_lr3e-05_bs32,transformers,anger,,0.5
mmBERT_fine_lr2e-05_bs32,transformers,broken-heart,0.5,0.5
mmBERT_fine_lr2e-05_bs32,transformers,approval,0.6,0.5
mmBERT_fine_lr2e-05_bs32,transformers,admiration,0.8,0.5
mmBERT_fine_lr2e-05_bs32,transformers,embarrassment,0.55,0.5
mmBERT_fine_lr2e-05_bs32,transformers,hopelessness,0.7,0.5
mmBERT_fine_lr2e-05_bs32,transformers,pride,0.7,0.5
mmBERT_fine_lr2e-05_bs32,transformers,remorse,0.9,0.5
mmBERT_fine_lr2e-05_bs32,transformers,fears-confirmed,0.25,0.5
mmBERT_fine_lr2e-05_bs32,transformers,suffering,0.5,0.5
mmBERT_fine_lr2e-05_bs32,transformers,compassion,0.55,0.5
mmBERT_fine_lr2e-05_bs32,transformers,love,0.3,0.5
mmBERT_fine_lr2e-05_bs32,transformers,acceptance,0.25,0.5
mmBERT_fine_lr2e-05_bs32,transformers,confusion,0.4,0.5
mmBERT_fine_lr2e-05_bs32,transformers,distrust,0.15,0.5
mmBERT_fine_lr2e-05_bs32,transformers,grief,0.75,0.5
mmBERT_fine_lr2e-05_bs32,transformers,restlessness,0.3,0.5
mmBERT_fine_lr2e-05_bs32,transformers,joy,0.35,0.5
mmBERT_fine_lr2e-05_bs32,transformers,pensiveness,0.55,0.5
mmBERT_fine_lr2e-05_bs32,transformers,relief,0.6,0.5
mmBERT_fine_lr2e-05_bs32,transformers,realization,0.8,0.5
mmBERT_fine_lr2e-05_bs32,transformers,feeling moved,0.6,0.5
mmBERT_fine_lr2e-05_bs32,transformers,longing,0.9,0.5
mmBERT_fine_lr2e-05_bs32,transformers,contentment,0.65,0.5
mmBERT_fine_lr2e-05_bs32,transformers,nonsexual desire,0.65,0.5
mmBERT_fine_lr2e-05_bs32,transformers,rage,0.55,0.5
mmBERT_fine_lr2e-05_bs32,transformers,happy-for,0.85,0.5
mmBERT_fine_lr2e-05_bs32,transformers,annoyance,0.25,0.5
mmBERT_fine_lr2e-05_bs32,transformers,gratitude,0.9,0.5
mmBERT_fine_lr2e-05_bs32,transformers,aggressiveness,0.5,0.5
mmBERT_fine_lr2e-05_bs32,transformers,nervousness,0.85,0.5
mmBERT_fine_lr2e-05_bs32,transformers,worry,0.55,0.5
mmBERT_fine_lr2e-05_bs32,transformers,sincerity,0.2,0.5
mmBERT_fine_lr2e-05_bs32,transformers,amusement,0.8,0.5
mmBERT_fine_lr2e-05_bs32,transformers,optimism,0.55,0.5
mmBERT_fine_lr2e-05_bs32,transformers,surprise,0.8,0.5
mmBERT_fine_lr2e-05_bs32,transformers,disapproval,0.6,0.5
mmBERT_fine_lr2e-05_bs32,transformers,attraction,0.75,0.5
mmBERT_fine_lr2e-05_bs32,transformers,pity,0.75,0.5
mmBERT_fine_lr2e-05_bs32,transformers,disgust,0.25,0.5
mmBERT_fine_lr2e-05_bs32,transformers,fear,0.9,0.5
mmBERT_fine_lr2e-05_bs32,transformers,anticipation,0.45,0.5
mmBERT_fine_lr2e-05_bs32,transformers,submission,0.55,0.5
mmBERT_fine_lr2e-05_bs32,transformers,caring,0.9,0.5
mmBERT_fine_lr2e-05_bs32,transformers,lust,0.45,0.5
mmBERT_fine_lr2e-05_bs32,transformers,sadness,,0.5
mmBERT_fine_lr2e-05_bs32,transformers,anger,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,broken-heart,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,approval,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,admiration,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,embarrassment,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,hopelessness,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,pride,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,remorse,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,fears-confirmed,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,suffering,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,compassion,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,love,0.2,0.5
mmBERT_basic_lr5e-05_bs32,transformers,acceptance,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,confusion,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,distrust,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,grief,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,restlessness,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,joy,0.3,0.5
mmBERT_basic_lr5e-05_bs32,transformers,pensiveness,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,relief,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,realization,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,feeling moved,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,longing,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,contentment,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,nonsexual desire,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,rage,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,happy-for,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,annoyance,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,gratitude,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,aggressiveness,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,nervousness,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,worry,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,sincerity,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,amusement,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,optimism,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,surprise,0.5,0.5
mmBERT_basic_lr5e-05_bs32,transformers,disapproval,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,attraction,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,pity,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,disgust,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,fear,0.6,0.5
mmBERT_basic_lr5e-05_bs32,transformers,anticipation,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,submission,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,caring,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,lust,,0.5
mmBERT_basic_lr5e-05_bs32,transformers,sadness,0.6,0.5
mmBERT_basic_lr5e-05_bs32,transformers,anger,0.2,0.5
mmBERT_basic_lr3e-05_bs32,transformers,broken-heart,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,approval,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,admiration,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,embarrassment,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,hopelessness,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,pride,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,remorse,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,fears-confirmed,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,suffering,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,compassion,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,love,0.35,0.5
mmBERT_basic_lr3e-05_bs32,transformers,acceptance,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,confusion,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,distrust,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,grief,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,restlessness,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,joy,0.5,0.5
mmBERT_basic_lr3e-05_bs32,transformers,pensiveness,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,relief,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,realization,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,feeling moved,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,longing,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,contentment,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,nonsexual desire,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,rage,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,happy-for,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,annoyance,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,gratitude,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,aggressiveness,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,nervousness,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,worry,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,sincerity,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,amusement,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,optimism,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,surprise,0.7,0.5
mmBERT_basic_lr3e-05_bs32,transformers,disapproval,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,attraction,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,pity,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,disgust,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,fear,0.5,0.5
mmBERT_basic_lr3e-05_bs32,transformers,anticipation,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,submission,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,caring,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,lust,,0.5
mmBERT_basic_lr3e-05_bs32,transformers,sadness,0.8,0.5
mmBERT_basic_lr3e-05_bs32,transformers,anger,0.75,0.5
mmBERT_basic_lr2e-05_bs32,transformers,broken-heart,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,approval,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,admiration,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,embarrassment,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,hopelessness,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,pride,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,remorse,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,fears-confirmed,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,suffering,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,compassion,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,love,0.55,0.5
mmBERT_basic_lr2e-05_bs32,transformers,acceptance,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,confusion,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,distrust,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,grief,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,restlessness,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,joy,0.45,0.5
mmBERT_basic_lr2e-05_bs32,transformers,pensiveness,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,relief,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,realization,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,feeling moved,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,longing,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,contentment,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,nonsexual desire,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,rage,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,happy-for,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,annoyance,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,gratitude,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,aggressiveness,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,nervousness,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,worry,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,sincerity,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,amusement,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,optimism,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,surprise,0.65,0.5
mmBERT_basic_lr2e-05_bs32,transformers,disapproval,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,attraction,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,pity,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,disgust,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,fear,0.6,0.5
mmBERT_basic_lr2e-05_bs32,transformers,anticipation,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,submission,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,caring,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,lust,,0.5
mmBERT_basic_lr2e-05_bs32,transformers,sadness,0.6,0.5
mmBERT_basic_lr2e-05_bs32,transformers,anger,0.55,0.5
XLM-R_fine_lr5e-05_bs32,transformers,broken-heart,0.75,0.5
XLM-R_fine_lr5e-05_bs32,transformers,approval,0.55,0.5
XLM-R_fine_lr5e-05_bs32,transformers,admiration,0.85,0.5
XLM-R_fine_lr5e-05_bs32,transformers,embarrassment,0.9,0.5
XLM-R_fine_lr5e-05_bs32,transformers,hopelessness,0.7,0.5
XLM-R_fine_lr5e-05_bs32,transformers,pride,0.85,0.5
XLM-R_fine_lr5e-05_bs32,transformers,remorse,0.9,0.5
XLM-R_fine_lr5e-05_bs32,transformers,fears-confirmed,0.7,0.5
XLM-R_fine_lr5e-05_bs32,transformers,suffering,0.65,0.5
XLM-R_fine_lr5e-05_bs32,transformers,compassion,0.6,0.5
XLM-R_fine_lr5e-05_bs32,transformers,love,0.6,0.5
XLM-R_fine_lr5e-05_bs32,transformers,acceptance,0.65,0.5
XLM-R_fine_lr5e-05_bs32,transformers,confusion,0.7,0.5
XLM-R_fine_lr5e-05_bs32,transformers,distrust,0.55,0.5
XLM-R_fine_lr5e-05_bs32,transformers,grief,0.7,0.5
XLM-R_fine_lr5e-05_bs32,transformers,restlessness,0.5,0.5
XLM-R_fine_lr5e-05_bs32,transformers,joy,0.7,0.5
XLM-R_fine_lr5e-05_bs32,transformers,pensiveness,0.75,0.5
XLM-R_fine_lr5e-05_bs32,transformers,relief,0.8,0.5
XLM-R_fine_lr5e-05_bs32,transformers,realization,0.8,0.5
XLM-R_fine_lr5e-05_bs32,transformers,feeling moved,0.8,0.5
XLM-R_fine_lr5e-05_bs32,transformers,longing,0.85,0.5
XLM-R_fine_lr5e-05_bs32,transformers,contentment,0.55,0.5
XLM-R_fine_lr5e-05_bs32,transformers,nonsexual desire,0.8,0.5
XLM-R_fine_lr5e-05_bs32,transformers,rage,0.8,0.5
XLM-R_fine_lr5e-05_bs32,transformers,happy-for,0.8,0.5
XLM-R_fine_lr5e-05_bs32,transformers,annoyance,0.6,0.5
XLM-R_fine_lr5e-05_bs32,transformers,gratitude,0.9,0.5
XLM-R_fine_lr5e-05_bs32,transformers,aggressiveness,0.65,0.5
XLM-R_fine_lr5e-05_bs32,transformers,nervousness,0.55,0.5
XLM-R_fine_lr5e-05_bs32,transformers,worry,0.8,0.5
XLM-R_fine_lr5e-05_bs32,transformers,sincerity,0.45,0.5
XLM-R_fine_lr5e-05_bs32,transformers,amusement,0.85,0.5
XLM-R_fine_lr5e-05_bs32,transformers,optimism,0.8,0.5
XLM-R_fine_lr5e-05_bs32,transformers,surprise,0.65,0.5
XLM-R_fine_lr5e-05_bs32,transformers,disapproval,0.7,0.5
XLM-R_fine_lr5e-05_bs32,transformers,attraction,0.7,0.5
XLM-R_fine_lr5e-05_bs32,transformers,pity,0.9,0.5
XLM-R_fine_lr5e-05_bs32,transformers,disgust,0.8,0.5
XLM-R_fine_lr5e-05_bs32,transformers,fear,0.8,0.5
XLM-R_fine_lr5e-05_bs32,transformers,anticipation,0.8,0.5
XLM-R_fine_lr5e-05_bs32,transformers,submission,0.6,0.5
XLM-R_fine_lr5e-05_bs32,transformers,caring,0.85,0.5
XLM-R_fine_lr5e-05_bs32,transformers,lust,0.55,0.5
XLM-R_fine_lr5e-05_bs32,transformers,sadness,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,anger,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,broken-heart,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,approval,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,admiration,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,embarrassment,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,hopelessness,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,pride,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,remorse,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,fears-confirmed,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,suffering,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,compassion,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,love,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,acceptance,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,confusion,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,distrust,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,grief,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,restlessness,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,joy,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,pensiveness,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,relief,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,realization,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,feeling moved,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,longing,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,contentment,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,nonsexual desire,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,rage,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,happy-for,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,annoyance,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,gratitude,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,aggressiveness,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,nervousness,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,worry,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,sincerity,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,amusement,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,optimism,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,surprise,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,disapproval,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,attraction,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,pity,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,disgust,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,fear,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,anticipation,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,submission,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,caring,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,lust,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,sadness,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,anger,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,broken-heart,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,approval,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,admiration,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,embarrassment,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,hopelessness,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,pride,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,remorse,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,fears-confirmed,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,suffering,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,compassion,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,love,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,acceptance,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,confusion,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,distrust,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,grief,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,restlessness,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,joy,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,pensiveness,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,relief,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,realization,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,feeling moved,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,longing,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,contentment,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,nonsexual desire,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,rage,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,happy-for,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,annoyance,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,gratitude,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,aggressiveness,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,nervousness,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,worry,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,sincerity,,0.5
XLM-R_fine_lr5e-05_bs32,transformers,amusement,,0.5
